end of February --,so tired,of haiku,about snow,
Friday night,a throbbing bass,rounds the corner,
twilight --,Nyquil,turns to Dayquil,
fresh snow --,a sudden longing,for mud,
writer's block --,walking the dog,in the rain,
Groundhog Day --,the search,for matching socks,
April Fool --,I peek at my,retirement portfolio,
Ash Wednesday --,cigarette butts,on the church steps,
Father's Day --,walking the dog,in the rain,
deep freeze --,my credit card,declined,
yard sale --,my old belt fitting,someone else,
autumn,a long glance,at my Hawaiian shirt,
winter chill --,my son shows off,his new tattoo,on Facebook,
autumn rain --,the warmth of one too many,glasses of wine,
clinging,to my Red Sox cap --,October snow,
December sunrise --,dogwood berries cling,to a snow-covered branch,
March rain --,unanswered,telephone,
a strong ale --,the rain,that never came,
cold snap --,this is not the change,I need,
the Market rallies --,a tick,on my dog's face,
shooting star --,the dog sniffs,an empty cup,
voicemail from the ex,a dead skunk,in a busy intersection,
end of summer --,a dead skunk,in a busy intersection,
off night at the pub --,a regular pours one,for himself,
new moon --,the dog,walks me,
a blue balloon,jumping in the wind --,&quot;it's a boy&quot;,
Christmas Eve --,the empty nursing home,parking lot,
October snow --,the silence,between cigarettes,
last day of summer --,a half-ripened,habanero,
crescent moon --,the song I can't get,out of my head,
bitter cold --,even the Christmas lights,seem to shiver,
moonless night --,the (deep) croak,of a bull frog,
spring cleaning --,a long lost photo,of my children,
full moon --,the silence,of all my children,
full moon --,a love embrace,disintegrates into laughter,
dogwood blossoms --,I remember,my first love,
first snowfall --,the lawnmower,sighs,
midnight rain --,the dog settles in,between us,
somewhere above,these relentless clouds,a full moon,
a text message,I wish I hadn't read --,full moon,
hours before,the Vieques sunrise,a rooster crows,
May Day --,the dog protests,a shiny new collar,
finally Spring --,the sweetness,of an old cigar,
December rain --,a phone call,from my son,
December rain --,a pile of,torn lottery tickets,
December rain --,the dog sniffs,a plastic bag,
December rain --,a deer tail,and then nothing,
December rain --,enough junk mail,to start a fire,
Memorial Day --,a holiday I hope,not to celebrate,
end of summer --,his on-line haiku gallery,now a porn site,
northerly wind --,the weekend,is gone,
September sun --,a dragonfly rests,on a sunflower petal,
March wind --,a white plastic trash bag,stuck in a thorn bush,
summer rain --,a saw horse,abandoned,
August overcast --,another son,gone to war,
Thanksgiving Night --,a stray dog,in an empty parking lot,
Mother's Day --,a full moon,framed by clouds,
restless sleep --,the sound of footsteps,on the moon,
snow turns to rain --,my son dressed in fatigues,on Facebook,
&quot;why, yes,&quot; he said,to the busty waitress,,&quot;I'll have both of them.&quot;,
used book store,a pizza stain,on &quot;Who Moved My Cheese&quot;,
somewhere,above the clouds,a full moon,
Santa Fe sunset --,extra salt on the rim,of my Margarita,
starless night,the bird feeders,outside the nursing home,
Black Friday --,bare branches,filled with crows,
faded and brittle,the autograph of a prospect,who never made it,
wolf moon --,I wonder what my dog,sees in me,
wolf moon --,you can almost hear,the stillness,
restless night --,was that thunder,or a passing train?,
raw autumn day --,an extra portion,of hot sauce,
County Fair --,the Tattooed Lady,everywhere,
snow flurries --,last night's tequila,[lingering] in my head,
single-digit temperatures --,a phone call,from the ex,
eighteen hours later,three to four inches,of mostly cloud,
7th inning stretch --,a vulture circles,overhead,
hot summer night --,the dog's breath,against my leg,
miserable day --,your words,and all this rain,
gibbous moon --,our dog doesn't know,it's her birthday,
overcast,the spider doesn't know,it's cheap wine,
May frost --,even my eyebrows,are turning gray,
May frost --,I'm sure she heard me,say hello,
May frost --,the hoarseness,in my dog's bark,
morning,ladybugs,everywhere,
snow flurries --,the crackle,of an old 78,
autumn drizzle --,an apple cider cocktail,on the rocks,
clear skies --,a solitary crow,on a high-voltage wire,
going out of business --,the naked mannequin's,Mardi Gras beads,
restless morning --,the winter fly,comes back to life,
May flowers --,my granddaughters',matching dresses,
snow in the forecast --,the dog twitches,in its sleep,
late to bed --,my pillow,a snoring dog,
Black Friday --,a sudden craving,for Chocolate Stout,
swarm of gnats --,a harmonica solo,from a scratchy LP,
crowded train --,her perfect lips,pierced,
heat wave --,the dog moves slowly,from shadow to shadow,
a second cocktail --,the faux tin ceiling,of a remodeled speakeasy,
is the lighthouse beacon,searching,for the new moon?,
now reaching top speed,the conductor reminds us,to read the safety card,
new moon --,an abandoned car,on lover's lane,
new moon --,a missing,mouse trap,
blue moon --,I wonder where my children,are tonight?,
last day of summer --,on second thought,I'll have the red wine,
sudden chill --,an empty bird feeder,outside the nursing home,
hipster pub,the maitre d's,ironic mustache,
first snow --,the dog sniffs,every footprint,
October --,the dog and I,exchange sighs,
a Christmas miracle!,the empty shopping mall,parking lot,
lazy midtown morning --,another layer of paint,on the rusty fire escape,
November dusk --,do the streetlights know,how early it is?,
November dusk --,fair weather clouds,above the bare treetops,
November dusk --,the warmth,of a familiar song,
last day of November --,the white noise lullaby,of the Turnpike,
tropical sun --,a wild horse,unafraid of my horn,
storm in the forecast,someone mentions,my ex-wife's name,
storm in the forecast,I balance my checkbook,
storm in the forecast,the dog pacing,back and forth,
storm in the forecast,my dream,interrupted,
New London winter --,the gleam of pleasure boats,wrapped in plastic,
autumn equinox --,my baseball glove,right where I left it,
Christmas rain --,another log,for the fire,
full moon,beyond the clouds --,the Yankees go home,
snow in the forecast,a late friend's,Facebook page,
warm autumn wind --,yes, I'm thinking,of her tonight,
a scar in the ground,where the old oak,used to be,
cactus flower --,a sudden craving,for a margarita,
restless morning --,what is that mockingbird saying?,
her Cobra tattoo --,I ask her,if she bites,
full moon,if not,for these clouds,
new moon --,the mouse in the ceiling,awakens,
two days into winter,already tired,of shoveling snow,
gibbous moon,beyond the clouds --,my unreturned calls,
wolf moon --,the dog won't,come in,
just outside New Haven,the junkers piled,three high,
winter solstice --,I leave my eldest son,a voicemail,
cold April rain --,and it's only,Tuesday,
cold April rain --,the dog sniffs,everything,
cold April rain --,why do I,live here?,
cold April rain --,I no longer remember,your name,
cold April rain --,my daughter's birthday,on another continent,
cold April rain --,the sediment,at the bottom,of a wine glass,
winter wind --,the dog shivers,in its sleep,
on her balcony,a beautiful bouquet,I'd love to toss,
new moon --,my eldest grandchild,turns four,
first Monday of the year --,already too late,for resolutions,
full moon --,the grandchildren,I've never met,
overcast --,just one more game,of solitaire,
a break in the clouds --,my third cup of coffee,grows cold,
not a cloud in the sky,the State Trooper's smile,as he hands me a ticket,
sunset --,exactly the color,of my next beer,
December rain --,the long night,longer,
unseasonably mild,Red Sox fans,put away their caps,
September mist --,still a mathematical,possibility,
back to work --,a cell phone rings,in an adjacent stall,
sleeping in,the dog chases you,out of my dream,

June cold snap --,the next-door neighbor's,house for sale,
blue moon --,she wears a wry smile,and nothing else,
June sunshine --,the cop lets me off,with a warning,
snowmelt --,muddy paw prints,on my pillow,
shooting star --,trying to remember,her name,
snow turns to rain --,pitchers and catchers report,in thirty days,
clear skies --,my hair so much darker,in an old photo,
Black Friday --,the season's first,Christmas card,
winter whiteout --,the flashbulb's reflection,in my hair,
restless night --,snowmelt trickles,down the window,
snow day --,more white than I remember,in my beard,
first of December --,another cold cup,of coffee,
October chill --,pitchers and catchers report,in 132 days,
bad coffee --,the buzz,of a fluorescent light,
first of December --,the darkness,before dawn,
Veteran's Day --,a murder of crows,at ease,
my life's dilemma --,how can I be my dog,and still write haiku?,
first of December --,police tape clinging,to a burned-out barn,
full moon --,for a fraction of a second,I'm flying,
Christmas cocktail --,the children build an igloo,in an old photograph,
Burlington harbor,two empty party boats,pass in the rain,
bitter cold --,an ex-girlfriend,wants to &quot;friend&quot; me,
slow steady drizzle --,I didn't hear,your question,
Christmas eve --,I void another,laptop warranty,
cloudless autumn night --,she never gave me,the right time of day,
morning haze --,one light rinse of the coffee cup,is good enough,
weeping cherry blossoms --,a late-season snow shower,
after the rain,the hum,of afternoon traffic,
after the rain,an oldtimer flirts,with a new employee,
snow in the forecast,the Christmas cactus,blossoms,
storm in the forecast,a late-night text message,
Memorial Day --,stars obscured,by distant smoke,
September mist --,someone,I've lost,
slow steady rain --,a limp,I hadn't noticed before,
high-tension wire --,crows,answer the thunder,
restless night --,the old dog twitching,in our bed,
restless night --,a tree frog,in and out of tune,
June haze --,the dog ignores,a taunting squirrel,
cloudless sky --,an abandoned crow's nest,
more rain --,a mouse trapped,between walls,
finally Friday --,the dog so attentive,around the grill,
New Year's Eve --,the nursing home's,empty parking lot,
December rain --,and here I thought,we were friends,
District Court --,the judge pronounces my last name,perfectly,
stifling heat --,our new neighbors',argument,
first date --,she pretends to like,the opening band,
last day of November --,I surrender,to Solitaire,
neighborhood dive bar,the barmaid's faded,rose tattoo,
after the rain --,the tiniest puddle,in my wine glass,
snow in the forecast --,the white,in my dog's muzzle,
snow in the forecast --,tapping my foot,to a sad song,
Thanksgiving night --,too full to sleep,too tired to move,
shooting star,speeding past,my exit,
